species,CommonName,ScientificName,MigStatus,Introduced,trendyr,trendsource,lcl_90CI,ucl_90CI,BreedingBiome,NonbreedingBiome,PrimaryBreedingHabitat,SecondaryBreedingHabitat,PrimaryNonbreedingHabitat,SecondaryNonbreedingHabitat,IOC,LatinBirdLifeIOCClements,English,Gilletal2020IOCWorldBirdListv102,HBWandBirdLifeInternational2019,eBirdClementsChecklistv2019
Piranga roseogularis,Rose-throated Tanager,Piranga roseogularis,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Dry,,Forests—Tropical Dry,,35913,Piranga roseogularis,Rose-throated Tanager,Piranga roseogularis,Piranga roseogularis,Piranga roseogularis
Piranga flava,Hepatic Tanager,Piranga flava,PM,NA,2.875,BBS7017,2.01,3.99,Neotropical,Neotropical,Forests—Mesoamerican Pine-Oak,Forests—Tropical Montane Evergreen,Forests—Mesoamerican Pine-Oak,Forests—Tropical Montane Evergreen,35899,Piranga flava,Red Tanager,Piranga flava,Piranga flava,Piranga flava
Piranga rubra,Summer Tanager,Piranga rubra,M,NA,0.293,BBS7017,0.17,0.44,Eastern Temperate,Neotropical,Forests—Temperate Eastern,,Forests—Tropical Generalist,,35910,Piranga rubra,Summer Tanager,Piranga rubra,Piranga rubra,Piranga rubra
Piranga olivacea,Scarlet Tanager,Piranga olivacea,M,NA,-0.257,BBS7017,-0.37,-0.15,Eastern Temperate,South American Lowlands,Forests—Temperate Eastern,,Forests—Tropical Lowland Evergreen,,35917,Piranga olivacea,Scarlet Tanager,Piranga olivacea,Piranga olivacea,Piranga olivacea
Piranga ludoviciana,Western Tanager,Piranga ludoviciana,M,NA,1.066,BBS7017,0.86,1.26,Western Temperate,Mesoamerican Pacific Lowlands,Forests—Temperate Western,,Forests—Tropical Dry,Forests—Mesoamerican Pine-Oak,35918,Piranga ludoviciana,Western Tanager,Piranga ludoviciana,Piranga ludoviciana,Piranga ludoviciana
Piranga bidentata,Flame-colored Tanager,Piranga bidentata,R,NA,NA,,NA,NA,Mesoamerican Highlands,Mesoamerican Highlands,Forests—Mesoamerican Pine-Oak,,Forests—Mesoamerican Pine-Oak,,35886,Piranga bidentata,Flame-colored Tanager,Piranga bidentata,Piranga bidentata,Piranga bidentata
Piranga leucoptera,White-winged Tanager,Piranga leucoptera,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,35919,Piranga leucoptera,White-winged Tanager,Piranga leucoptera,Piranga leucoptera,Piranga leucoptera
Piranga erythrocephala,Red-headed Tanager,Piranga erythrocephala,R,NA,NA,,NA,NA,Mesoamerican Highlands,Mesoamerican Highlands,Forests—Mesoamerican Pine-Oak,Forests—Mesoamerican Highland,Forests—Mesoamerican Pine-Oak,Forests—Mesoamerican Highland,35924,Piranga erythrocephala,Red-headed Tanager,Piranga erythrocephala,Piranga erythrocephala,Piranga erythrocephala
Habia rubica,Red-crowned Ant-Tanager,Habia rubica,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,35928,Habia rubica,Red-crowned Ant-tanager,Habia rubica,Habia rubica,Habia rubica
Habia fuscicauda,Red-throated Ant-Tanager,Habia fuscicauda,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,35946,Habia fuscicauda,Red-throated Ant-tanager,Habia fuscicauda,Habia fuscicauda,Habia fuscicauda
Habia atrimaxillaris,Black-cheeked Ant-Tanager,Habia atrimaxillaris,R,NA,NA,,NA,NA,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,35953,Habia atrimaxillaris,Black-cheeked Ant-tanager,Habia atrimaxillaris,Habia atrimaxillaris,Habia atrimaxillaris
Caryothraustes poliogaster,Black-faced Grosbeak,Caryothraustes poliogaster,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36022,Caryothraustes poliogaster,Black-faced Grosbeak,Caryothraustes poliogaster,Caryothraustes poliogaster,Caryothraustes poliogaster
Caryothraustes canadensis,Yellow-green Grosbeak,Caryothraustes canadensis,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36025,Caryothraustes canadensis,Yellow-green Grosbeak,Caryothraustes canadensis,Caryothraustes canadensis,Caryothraustes canadensis
Cardinalis cardinalis,Northern Cardinal,Cardinalis cardinalis,R,NA,0.325,BBS7017,0.28,0.37,Eastern Temperate,Eastern Temperate,Open Country—Habitat Mosaic,Aridlands—Desert Scrub,Open Country—Habitat Mosaic,Aridlands—Desert Scrub,35997,Cardinalis cardinalis,Northern Cardinal,Cardinalis cardinalis,Cardinalis cardinalis,Cardinalis cardinalis
Cardinalis sinuatus,Pyrrhuloxia,Cardinalis sinuatus,R,NA,-1.466,BBS7017,-2.04,-0.85,North American Southwest,North American Southwest,Aridlands—Desert Scrub,,Aridlands—Desert Scrub,,36018,Cardinalis sinuatus,Pyrrhuloxia,Cardinalis sinuatus,Cardinalis sinuatus,Cardinalis sinuatus
Pheucticus chrysopeplus,Yellow Grosbeak,Pheucticus chrysopeplus,PM,NA,NA,,NA,NA,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests—Tropical Dry,,Forests—Tropical Dry,,35966,Pheucticus chrysopeplus,Yellow Grosbeak,Pheucticus chrysopeplus,Pheucticus chrysopeplus,Pheucticus chrysopeplus
Pheucticus tibialis,Black-thighed Grosbeak,Pheucticus tibialis,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,35971,Pheucticus tibialis,Black-thighed Grosbeak,Pheucticus tibialis,Pheucticus tibialis,Pheucticus tibialis
Pheucticus ludovicianus,Rose-breasted Grosbeak,Pheucticus ludovicianus,M,NA,-0.887,BBS7017,-1.05,-0.74,Northern Forest,Neotropical,Forests—Temperate Eastern,,Forests—Tropical Generalist,,35982,Pheucticus ludovicianus,Rose-breasted Grosbeak,Pheucticus ludovicianus,Pheucticus ludovicianus,Pheucticus ludovicianus
Pheucticus melanocephalus,Black-headed Grosbeak,Pheucticus melanocephalus,M,NA,0.576,BBS7017,0.25,0.78,Western Temperate,Mesoamerican Pacific Lowlands,Forests—Temperate Western,Forests—Mesoamerican Pine-Oak,Forests—Tropical Dry,Forests—Mesoamerican Pine-Oak,35983,Pheucticus melanocephalus,Black-headed Grosbeak,Pheucticus melanocephalus,Pheucticus melanocephalus,Pheucticus melanocephalus
Granatellus venustus,Red-breasted Chat,Granatellus venustus,R,NA,NA,,NA,NA,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests—Tropical Dry,,Forests—Tropical Dry,,35986,Granatellus venustus,Red-breasted Chat,Granatellus venustus,Granatellus venustus,Granatellus venustus
Granatellus sallaei,Gray-throated Chat,Granatellus sallaei,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Dry,,Forests—Tropical Dry,,35990,Granatellus sallaei,Grey-throated Chat,Granatellus sallaei,Granatellus sallaei,Granatellus sallaei
Cyanoloxia cyanoides,Blue-black Grosbeak,Cyanoloxia cyanoides,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36044,Cyanoloxia cyanoides,Blue-black Grosbeak,Cyanoloxia cyanoides,Cyanoloxia cyanoides,Cyanoloxia cyanoides
Cyanocompsa parellina,Blue Bunting,Cyanocompsa parellina,R,NA,NA,,NA,NA,Mesoamerica,Mesoamerica,Forests—Tropical Dry,,Forests—Tropical Dry,,36056,Cyanocompsa parellina,Blue Bunting,Cyanocompsa parellina,Cyanocompsa parellina,Cyanocompsa parellina
Passerina caerulea,Blue Grosbeak,Passerina caerulea,PM,NA,0.811,BBS7017,0.69,0.95,Eastern Temperate,Mesoamerica,Forests—Temperate Eastern,Aridlands—Desert Riparian,Open Country—Habitat Mosaic,,36062,Passerina caerulea,Blue Grosbeak,Passerina caerulea,Passerina caerulea,Passerina caerulea
Passerina amoena,Lazuli Bunting,Passerina amoena,M,NA,0.395,BBS7017,0.11,0.74,Western Temperate,Mesoamerican Pacific Lowlands,Forests—Temperate Western,,Open Country—Habitat Mosaic,,36071,Passerina amoena,Lazuli Bunting,Passerina amoena,Passerina amoena,Passerina amoena
Passerina cyanea,Indigo Bunting,Passerina cyanea,M,NA,-0.731,BBS7017,-0.78,-0.67,Eastern Temperate,Gulf-Caribbean Lowlands,Forests—Temperate Eastern,,Open Country—Habitat Mosaic,,36070,Passerina cyanea,Indigo Bunting,Passerina cyanea,Passerina cyanea,Passerina cyanea
Passerina rositae,Rose-bellied Bunting,Passerina rositae,R,NA,NA,,NA,NA,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests—Tropical Dry,,Forests—Tropical Dry,,36080,Passerina rositae,Rose-bellied Bunting,Passerina rositae,Passerina rositae,Passerina rositae
Passerina leclancherii,Orange-breasted Bunting,Passerina leclancherii,R,NA,NA,,NA,NA,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests—Tropical Dry,,Forests—Tropical Dry,,36081,Passerina leclancherii,Orange-breasted Bunting,Passerina leclancherii,Passerina leclancherii,Passerina leclancherii
Passerina versicolor,Varied Bunting,Passerina versicolor,PM,NA,NA,,NA,NA,North American Southwest,Mesoamerican Pacific Lowlands,Forests—Tropical Dry,Aridlands—Desert Scrub,Forests—Tropical Dry,,36072,Passerina versicolor,Varied Bunting,Passerina versicolor,Passerina versicolor,Passerina versicolor
Passerina ciris,Painted Bunting,Passerina ciris,M,NA,-0.146,BBS7017,-0.39,0.13,Eastern Temperate,Mesoamerica,Forests—Temperate Eastern,Forests—Tropical Dry,Open Country—Habitat Mosaic,,36077,Passerina ciris,Painted Bunting,Passerina ciris,Passerina ciris,Passerina ciris
Spiza americana,Dickcissel,Spiza americana,M,NA,-0.189,BBS7017,-0.4,0.03,Great Plains,South American Lowlands,Grasslands—Temperate,,Grasslands—Tropical,,36042,Spiza americana,Dickcissel,Spiza americana,Spiza americana,Spiza americana
Bangsia arcaei,Blue-and-gold Tanager,Bangsia arcaei,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,37071,Bangsia arcaei,Blue-and-gold Tanager,Bangsia arcaei,Bangsia arcaei,Bangsia arcaei
Tangara fucosa,Green-naped Tanager,Tangara fucosa,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,37228,Tangara fucosa,Green-naped Tanager,Tangara fucosa,Tangara fucosa,Tangara fucosa
Tangara dowii,Spangle-cheeked Tanager,Tangara dowii,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,37226,Tangara dowii,Spangle-cheeked Tanager,Tangara dowii,Tangara dowii,Tangara dowii
Tangara inornata,Plain-colored Tanager,Tangara inornata,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,37292,Tangara inornata,Plain-colored Tanager,Tangara inornata,Tangara inornata,Tangara inornata
Tangara lavinia,Rufous-winged Tanager,Tangara lavinia,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,37247,Tangara lavinia,Rufous-winged Tanager,Tangara lavinia,Tangara lavinia,Tangara lavinia
Tangara gyrola,Bay-headed Tanager,Tangara gyrola,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Montane Evergreen,Forests—Tropical Lowland Evergreen,Forests—Tropical Montane Evergreen,Forests—Tropical Lowland Evergreen,37237,Tangara gyrola,Bay-headed Tanager,Tangara gyrola,Tangara gyrola,Tangara gyrola
Tangara florida,Emerald Tanager,Tangara florida,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,37276,Tangara florida,Emerald Tanager,Tangara florida,Tangara florida,Tangara florida
Tangara icterocephala,Silver-throated Tanager,Tangara icterocephala,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,37280,Tangara icterocephala,Silver-throated Tanager,Tangara icterocephala,Tangara icterocephala,Tangara icterocephala
Conirostrum leucogenys,White-eared Conebill,Conirostrum leucogenys,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36760,Conirostrum leucogenys,White-eared Conebill,Conirostrum leucogenys,Conirostrum leucogenys,Conirostrum leucogenys
Sicalis flaveola,Saffron Finch,Sicalis flaveola,R,1,NA,,NA,NA,South American Lowlands,South American Lowlands,Aridlands—Tropical Arid Scrub,,Aridlands—Tropical Arid Scrub,,36797,Sicalis flaveola,Saffron Finch,Sicalis flaveola,Sicalis flaveola,Sicalis flaveola
Sicalis luteola,Grassland Yellow-Finch,Sicalis luteola,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Grasslands—Tropical,,Grasslands—Tropical,,36807,Sicalis luteola,Grassland Yellow-finch,Sicalis luteola,Sicalis luteola,Sicalis luteola
Acanthidops bairdi,Peg-billed Finch,Acanthidops bairdi,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,36872,Acanthidops bairdi,Peg-billed Finch,Acanthidops bairdi,Acanthidops bairdi,Acanthidops bairdi
Diglossa baritula,Cinnamon-bellied Flowerpiercer,Diglossa baritula,R,NA,NA,,NA,NA,Mesoamerican Highlands,Mesoamerican Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,36931,Diglossa baritula,Cinnamon-bellied Flowerpiercer,Diglossa baritula,Diglossa baritula,Diglossa baritula
Diglossa plumbea,Slaty Flowerpiercer,Diglossa plumbea,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,36928,Diglossa plumbea,Slaty Flowerpiercer,Diglossa plumbea,Diglossa plumbea,Diglossa plumbea
Chlorophanes spiza,Green Honeycreeper,Chlorophanes spiza,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36141,Chlorophanes spiza,Green Honeycreeper,Chlorophanes spiza,Chlorophanes spiza,Chlorophanes spiza
Chrysothlypis chrysomelas,Black-and-yellow Tanager,Chrysothlypis chrysomelas,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,36153,Chrysothlypis chrysomelas,Black-and-yellow Tanager,Chrysothlypis chrysomelas,Chrysothlypis chrysomelas,Chrysothlypis chrysomelas
Heterospingus rubrifrons,Sulphur-rumped Tanager,Heterospingus rubrifrons,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36157,Heterospingus rubrifrons,Sulphur-rumped Tanager,Heterospingus rubrifrons,Heterospingus rubrifrons,Heterospingus rubrifrons
Heterospingus xanthopygius,Scarlet-browed Tanager,Heterospingus xanthopygius,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36159,Heterospingus xanthopygius,Scarlet-browed Tanager,Heterospingus xanthopygius,Heterospingus xanthopygius,Heterospingus xanthopygius
Hemithraupis flavicollis,Yellow-backed Tanager,Hemithraupis flavicollis,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36162,Hemithraupis flavicollis,Yellow-backed Tanager,Hemithraupis flavicollis,Hemithraupis flavicollis,Hemithraupis flavicollis
Volatinia jacarina,Blue-black Grassquit,Volatinia jacarina,R,NA,NA,,NA,NA,Neotropical,Neotropical,Open Country—Developed/Disturbed,,Open Country—Developed/Disturbed,,36446,Volatinia jacarina,Blue-black Grassquit,Volatinia jacarina,Volatinia jacarina,Volatinia jacarina
Eucometis penicillata,Gray-headed Tanager,Eucometis penicillata,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36454,Eucometis penicillata,Grey-headed Tanager,Eucometis penicillata,Eucometis penicillata,Eucometis penicillata
Tachyphonus rufus,White-lined Tanager,Tachyphonus rufus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36495,Tachyphonus rufus,White-lined Tanager,Tachyphonus rufus,Tachyphonus rufus,Tachyphonus rufus
Lanio aurantius,Black-throated Shrike-Tanager,Lanio aurantius,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36505,Lanio aurantius,Black-throated Shrike-tanager,Lanio aurantius,Lanio aurantius,Lanio aurantius
Lanio leucothorax,White-throated Shrike-Tanager,Lanio leucothorax,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36506,Lanio leucothorax,White-throated Shrike-tanager,Lanio leucothorax,Lanio leucothorax,Lanio leucothorax
Ramphocelus sanguinolentus,Crimson-collared Tanager,Ramphocelus sanguinolentus,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36511,Ramphocelus sanguinolentus,Crimson-collared Tanager,Ramphocelus sanguinolentus,Ramphocelus sanguinolentus,Ramphocelus sanguinolentus
Ramphocelus flammigerus,Flame-rumped Tanager,Ramphocelus flammigerus,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36514,Ramphocelus flammigerus,Flame-rumped Tanager,Ramphocelus flammigerus,Ramphocelus flammigerus,Ramphocelus flammigerus
Ramphocelus passerinii,Scarlet-rumped Tanager,Ramphocelus passerinii,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36518,Ramphocelus passerinii,Scarlet-rumped Tanager,Ramphocelus passerinii,Ramphocelus passerinii,Ramphocelus passerinii
Ramphocelus dimidiatus,Crimson-backed Tanager,Ramphocelus dimidiatus,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36525,Ramphocelus dimidiatus,Crimson-backed Tanager,Ramphocelus dimidiatus,Ramphocelus dimidiatus,Ramphocelus dimidiatus
Tersina viridis,Swallow Tanager,Tersina viridis,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36186,Tersina viridis,Swallow Tanager,Tersina viridis,Tersina viridis,Tersina viridis
Cyanerpes lucidus,Shining Honeycreeper,Cyanerpes lucidus,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36209,Cyanerpes lucidus,Shining Honeycreeper,Cyanerpes lucidus,Cyanerpes lucidus,Cyanerpes lucidus
Cyanerpes caeruleus,Purple Honeycreeper,Cyanerpes caeruleus,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36190,Cyanerpes caeruleus,Purple Honeycreeper,Cyanerpes caeruleus,Cyanerpes caeruleus,Cyanerpes caeruleus
Cyanerpes cyaneus,Red-legged Honeycreeper,Cyanerpes cyaneus,PM,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36196,Cyanerpes cyaneus,Red-legged Honeycreeper,Cyanerpes cyaneus,Cyanerpes cyaneus,Cyanerpes cyaneus
Dacnis venusta,Scarlet-thighed Dacnis,Dacnis venusta,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,36213,Dacnis venusta,Scarlet-thighed Dacnis,Dacnis venusta,Dacnis venusta,Dacnis venusta
Dacnis cayana,Blue Dacnis,Dacnis cayana,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36216,Dacnis cayana,Blue Dacnis,Dacnis cayana,Dacnis cayana,Dacnis cayana
Dacnis viguieri,Viridian Dacnis,Dacnis viguieri,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36233,Dacnis viguieri,Viridian Dacnis,Dacnis viguieri,Dacnis viguieri,Dacnis viguieri
Coereba flaveola,Bananaquit,Coereba flaveola,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,Forests—Tropical Montane Evergreen,Forests—Tropical Lowland Evergreen,Forests—Tropical Montane Evergreen,36306,Coereba flaveola,Bananaquit,Coereba flaveola,Coereba flaveola,Coereba flaveola
Tiaris olivaceus,Yellow-faced Grassquit,Tiaris olivaceus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Open Country—Habitat Mosaic,,Open Country—Habitat Mosaic,,36348,Tiaris olivaceus,Yellow-faced Grassquit,Tiaris olivaceus,Tiaris olivaceus,Tiaris olivaceus
Pinaroloxias inornata,Cocos Finch,Pinaroloxias inornata,R,NA,NA,,NA,NA,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Islands—Terrestrial Habitats,,Islands—Terrestrial Habitats,,36412,Pinaroloxias inornata,Cocos Finch,Pinaroloxias inornata,Pinaroloxias inornata,Pinaroloxias inornata
Sporophila funerea,Thick-billed Seed-Finch,Sporophila funerea,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36587,Sporophila funerea,Thick-billed Seed-finch,Sporophila funerea,Sporophila funerea,Sporophila funerea
Sporophila crassirostris,Large-billed Seed-Finch,Sporophila crassirostris,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36601,Sporophila crassirostris,Large-billed Seed-finch,Sporophila crassirostris,Sporophila crassirostris,Sporophila crassirostris
Sporophila nuttingi,Nicaraguan Seed-Finch,Sporophila nuttingi,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36596,Sporophila nuttingi,Nicaraguan Seed-finch,Sporophila nuttingi,Sporophila nuttingi,Sporophila nuttingi
Sporophila corvina,Variable Seedeater,Sporophila corvina,R,NA,NA,,NA,NA,Mesoamerica,Mesoamerica,Open Country—Habitat Mosaic,,Open Country—Habitat Mosaic,,36556,Sporophila corvina,Black Seedeater,Sporophila corvina,Sporophila corvina,Sporophila corvina
Sporophila schistacea,Slate-colored Seedeater,Sporophila schistacea,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,36607,Sporophila schistacea,Slate-colored Seedeater,Sporophila schistacea,Sporophila schistacea,Sporophila schistacea
Sporophila torqueola,Cinnamon-rumped Seedeater,Sporophila torqueola,R,NA,NA,,NA,NA,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Open Country—Developed/Disturbed,,Open Country—Developed/Disturbed,,36549,Sporophila torqueola,Cinnamon-rumped Seedeater,Sporophila torqueola,Sporophila torqueola,Sporophila torqueola
Sporophila morelleti,Morelet's Seedeater,Sporophila morelleti,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Open Country—Developed/Disturbed,,Open Country—Developed/Disturbed,,36552,Sporophila morelleti,White-collared Seedeater,Sporophila morelleti,Sporophila morelleti,Sporophila morelleti
Sporophila nigricollis,Yellow-bellied Seedeater,Sporophila nigricollis,R,NA,NA,,NA,NA,Neotropical,Neotropical,Open Country—Developed/Disturbed,,Open Country—Developed/Disturbed,,36580,Sporophila nigricollis,Yellow-bellied Seedeater,Sporophila nigricollis,Sporophila nigricollis,Sporophila nigricollis
Sporophila minuta,Ruddy-breasted Seedeater,Sporophila minuta,R,NA,NA,,NA,NA,Neotropical,Neotropical,Open Country—Habitat Mosaic,Grasslands—Tropical,Open Country—Habitat Mosaic,Grasslands—Tropical,36636,Sporophila minuta,Ruddy-breasted Seedeater,Sporophila minuta,Sporophila minuta,Sporophila minuta
Emberizoides herbicola,Wedge-tailed Grass-Finch,Emberizoides herbicola,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Grasslands—Tropical,,Grasslands—Tropical,,36112,Emberizoides herbicola,Wedge-tailed Grass-finch,Emberizoides herbicola,Emberizoides herbicola,Emberizoides herbicola
